index,product_smiles,ground_truth_reactants,predicted_reactants_qwen25_7b_lora_peft,exact_match_qwen25_7b_lora_peft,core_exact_match_qwen25_7b_lora_peft,valid_qwen25_7b_lora_peft
53,NNc1nc(NCc2ccc(Cl)nc2)nc(Nc2ccc(F)c(C(F)(F)F)c2)n1,Fc1ccc(Nc2nc(Cl)nc(NCc3ccc(Cl)nc3)n2)cc1C(F)(F)F.NN,Fc1ccc(Nc2nc(Cl)nc(NCc3ccc(Cl)nc3)n2)cc1C(F)(F)F.NN,True,True,True
54,CC(=O)NCC1CN(c2ccc(N3CCN(C(=O)CCN4CCOCC4)CC3)c(F)c2)C(=O)O1,O=C(O)CCN1CCOCC1.CC(=O)NC[C@H]1CN(c2ccc(N3CCNCC3)c(F)c2)C(=O)O1,O=C(O)CCN1CCOCC1.CC(=O)NCC1CN(c2ccc(N3CCNCC3)c(F)c2)C(=O)O1,False,False,True
55,Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1Cl,CCOC(=O)Cc1cc(C)c(C(=O)c2ccc(Cl)cc2Cl)n1C,CCOC(=O)Cc1cc(C)c(C(=O)c2ccc(Cl)cc2Cl)n1C,True,True,True
56,NCc1ccc(I)c(O)c1,N#Cc1ccc(I)c(O)c1,N#Cc1ccc(I)c(O)c1,True,True,True
57,CCOc1cc(NCCSCc2[nH]cnc2C)nc2ccccc12,CCOc1cc(Cl)nc2ccccc12.Cc1nc[nH]c1CSCCN,CCOc1cc(NCCS)nc2ccccc12,False,False,True
58,COc1ccc(C(=O)c2ccccn2)c(Cl)c1Cl,COc1ccc(C(O)c2ccccn2)c(Cl)c1Cl,O=C(Cl)c1ccccn1.COc1cc[c]([Mg+])c(Cl)c1Cl,False,False,True
59,O=C(NCC(=O)N1CCC(Oc2cccc(C(F)(F)F)c2)CC1)c1cc(-c2ccc(O)cc2)on1,O=C(O)c1cc(-c2ccc(O)cc2)on1.NCC(=O)N1CCC(Oc2cccc(C(F)(F)F)c2)CC1,COc1ccc(-c2cc(C(=O)NCC(=O)N3CCC(Oc4cccc(C(F)(F)F)c4)CC3)no2)cc1,False,False,True
60,CCOC(=O)NCCN1CCC(Nc2nc3ccccc3n2Cc2cscn2)CC1,CCOC(=O)NCCCl.c1ccc2c(c1)nc(NC1CCNCC1)n2Cc1cscn1,ClCc1cscn1.CCOC(=O)NCCN1CCC(Nc2nc3ccccc3[nH]2)CC1,False,False,True
61,Cc1ccc(CC(C)NCC(O)c2ccccc2)cc1,CC(=O)Cc1ccc(C)cc1.NCC(O)c1ccccc1,O=C(CCl)c1ccccc1.CNC(C)Cc1ccc(C)cc1,False,False,True
62,CCCN1CCC2CC(=O)c3c(C)cc(C)cc3C2C1,CCCBr.Cc1cc(C)c2c(c1)C1CNCCC1CC2=O,CCCN1CCC2CC(=O)c3c(C)cc(C)cc3C2C1C(=O)OC(C)(C)C,False,False,True
63,Cc1ccc(-c2cc(Br)ccc2OCc2ccc(Cl)c(Cl)c2)n1-c1cccc(C(=O)O)c1,CCOC(=O)c1cccc(-n2c(C)ccc2-c2cc(Br)ccc2OCc2ccc(Cl)c(Cl)c2)c1,CCOC(=O)c1cccc(-n2c(C)ccc2-c2cc(Br)ccc2OCc2ccc(Cl)c(Cl)c2)c1,True,True,True
64,Cc1c(C(=O)NC2C3CCC(C)(C2O)C3(C)C)cc(-c2cc(C(F)(F)F)ccc2C(F)(F)F)n1C[C@H]1CCCO1,CC(=O)OC1C(NC(=O)c2cc(-c3cc(C(F)(F)F)ccc3C(F)(F)F)n(C[C@H]3CCCO3)c2C)C2CCC1(C)C2(C)C,Cc1c(C(=O)NC2C3CCC(C)(C2O)C3(C)C)cc(Br)n1C[C@H]1CCCO1.OB(O)c1cc(C(F)(F)F)ccc1C(F)(F)F,False,False,True
65,C[C@@H]1CCCN1CCc1ccc(-c2ccc3c(c2)CN(C(=O)CO)C3)cc1,O=C(O)CO.C[C@@H]1CCCN1CCc1ccc(-c2ccc3c(c2)CNC3)cc1,C[C@@H]1CCCN1CCc1ccc(-c2ccc3c(c2)CN(C(=O)COCc2ccccc2)C3)cc1,False,False,True
66,CC(CO)(CO)NS(=O)(=O)c1cc(NC(=O)c2cnn3c(C(F)(F)F)cc(-c4ccc(C(F)(F)F)cc4)nc23)c(Cl)s1,O=C(O)c1cnn2c(C(F)(F)F)cc(-c3ccc(C(F)(F)F)cc3)nc12.CC(CO)(CO)NS(=O)(=O)c1cc(N)c(Cl)s1,O=C(O)c1cnn2c(C(F)(F)F)cc(-c3ccc(C(F)(F)F)cc3)nc12.CC(CO)(CO)NS(=O)(=O)c1cc(N)c(Cl)s1,True,True,True
67,CC1OC(C)(C)OC1C(=O)O,COC(=O)C1OC(C)(C)OC1C,CCOC(=O)C1(C(=O)O)OC(C)(C)OC1C,False,False,True
68,CCCCc1nc(C)n(-c2cccc(OCCO[Si](C)(C)C(C)(C)C)c2)c(=O)c1Cc1ccc(-c2ccccc2C#N)cc1,CC(C)(C)[Si](C)(C)OCCBr.CCCCc1nc(C)n(-c2cccc(O)c2)c(=O)c1Cc1ccc(-c2ccccc2C#N)cc1,CCCCc1nc(C)n(-c2cccc(OCCO[Si](C)(C)C(C)(C)C)c2)c(=O)c1Cc1ccc(Br)cc1.N#Cc1ccccc1B(O)O,False,False,True
69,COc1ccc(-n2c(C(=O)N3CCC(F)(F)CC3)cc3cc(C(=O)N4CCN(C(C)C)CC4)ccc32)cc1,COc1ccc(B(O)O)cc1.CC(C)N1CCN(C(=O)c2ccc3[nH]c(C(=O)N4CCC(F)(F)CC4)cc3c2)CC1,COc1ccc(-n2c(C(=O)O)cc3cc(C(=O)N4CCN(C(C)C)CC4)ccc32)cc1.FC1(F)CCNCC1,False,False,True
70,Cc1c(N(Cc2ccc(C#N)cc2)Cc2ccc(Oc3cccc(OCCc4cccs4)c3)cc2)cccc1[N+](=O)[O-],CS(=O)(=O)OCCc1cccs1.Cc1c(N(Cc2ccc(C#N)cc2)Cc2ccc(Oc3cccc(O)c3)cc2)cccc1[N+](=O)[O-],N#Cc1ccc(CBr)cc1.Cc1c(NCc2ccc(Oc3cccc(OCCc4cccs4)c3)cc2)cccc1[N+](=O)[O-],False,False,True
71,COC(=O)C(C)Oc1cc(-n2nc(C)n(C(F)F)c2=O)c(F)cc1Cl,COC(=O)C(C)Br.Cc1nn(-c2cc(O)c(Cl)cc2F)c(=O)n1C(F)F,COC(=O)C(C)Br.Cc1nn(-c2cc(O)c(Cl)cc2F)c(=O)n1C(F)F,True,True,True
72,O=Cc1ccc(OC(=O)c2ccccc2)c([N+](=O)[O-])c1,O=C(Cl)c1ccccc1.O=Cc1ccc(O)c([N+](=O)[O-])c1,O=C(Cl)c1ccccc1.O=Cc1ccc(O)c([N+](=O)[O-])c1,True,True,True
73,COc1ncc(Cl)cc1CN1CCC(/C=C/c2ccccc2F)CC1,COc1ncc(Cl)cc1C=O.Fc1ccccc1/C=C/C1CCNCC1,COc1ncc(Cl)cc1C=O.Fc1ccccc1C=C1CCNCC1,False,False,True
74,CN(C)Cc1cc(N2C3CCC2COC3)nc(-c2ccc(NC(=O)NC3CC3)cc2)n1,CC1(C)OB(c2ccc(NC(=O)NC3CC3)cc2)OC1(C)C.CN(C)Cc1cc(N2C3CCC2COC3)nc(Cl)n1,CN(C)Cc1cc(N2C3CCC2COC3)nc(-c2ccc(N)cc2)n1.O=C=NC1CC1,False,False,True
75,N#Cc1ncc(Sc2ccccn2)cc1Oc1ccc(F)cc1,N#Cc1ncc(Br)cc1Oc1ccc(F)cc1.Sc1ccccn1,N#Cc1ncc(Cl)cc1Oc1ccc(F)cc1.Sc1ccccn1,False,False,True
76,COc1cccc2o[c]([Sn]([CH3])([CH3])[CH3])cc12,[CH3][Sn]([CH3])([CH3])[Cl].COc1cccc2occc12,CI,False,False,True
77,CCn1cc(-c2ccc(Cl)cc2Cl)nc1/C=C/c1ccc(-c2ccc(OCCCC(=O)OC)cc2)cc1,COC(=O)CCCBr.CCn1cc(-c2ccc(Cl)cc2Cl)nc1/C=C/c1ccc(-c2ccc(O)cc2)cc1,[CH3][Mg+],False,False,True
78,CCCCCCC(C)NC(=O)CCCc1ccccc1,O=C(Cl)CCCc1ccccc1.CCCCCCC(C)N,O=C(O)CCCc1ccccc1.CCCCCCC(C)N,False,False,True
79,Cc1[nH]cc2c(=O)n(-c3ccc(Cl)cc3)nc-2c1-c1cccc(C(=O)N2CCCC2)c1,Cc1[nH]cc2c(=O)n(-c3ccc(Cl)cc3)nc-2c1-c1cccc(C(=O)O)c1.C1CCNC1,Cc1[nH]cc2c(=O)n(-c3ccc(Cl)cc3)nc-2c1-c1cccc(C(=O)O)c1.C1CCNC1,True,True,True
80,CC(C)OP(=O)(Cc1ccc([N+](=O)[O-])cc1)OC(C)C,O=[N+]([O-])c1ccc(CBr)cc1.CC(C)OP(OC(C)C)OC(C)C,O=[N+]([O-])c1ccc(CBr)cc1.CC(C)OP(O)OC(C)C,False,False,True
81,O=C(NC[C@H](O)C(=O)O)c1ncc2cc(Oc3ccccc3)ccc2c1O,COC(=O)c1ncc2cc(Oc3ccccc3)ccc2c1O.NC[C@H](O)C(=O)O,CCOC(=O)[C@@H](CN=C=O)c1ncc2cc(Oc3ccccc3)ccc2c1O,False,False,True
82,O=[N+]([O-])c1ccc(F)c(F)c1OCc1ccccc1,BrCc1ccccc1.O=[N+]([O-])c1ccc(F)c(F)c1O,BrCc1ccccc1.O=[N+]([O-])c1ccc(F)c(F)c1O,True,True,True
83,c1ccc(N2CCN(CCCCc3cccnc3)CC2)nc1,O=C(CCCN1CCN(c2ccccn2)CC1)c1cccnc1,ClCCCCc1cccnc1,False,False,True
84,C=CCOc1ccc(C#N)cc1,C=CCBr.N#Cc1ccc(O)cc1,C=CCBr.N#Cc1ccc(O)cc1,True,True,True
85,OCc1ccc2cn(-c3ccc(C(F)(F)F)cc3)nc2c1,COC(=O)c1ccc2cn(-c3ccc(C(F)(F)F)cc3)nc2c1,O=C(O)c1ccc2cn(-c3ccc(C(F)(F)F)cc3)nc2c1,False,False,True
86,N#CCc1ccc(N)c(Cl)c1Br,N#CCc1ccc([N+](=O)[O-])c(Cl)c1Br,N#CCc1ccc([N+](=O)[O-])c(Cl)c1Br,True,True,True
87,O=C(O)CCc1ccc(F)c(NC(=O)c2cc(-c3cccc(F)c3)cc3ccccc23)c1,CCOC(=O)CCc1ccc(F)c(NC(=O)c2cc(-c3cccc(F)c3)cc3ccccc23)c1,CCOC(=O)CCc1ccc(F)c(NC(=O)c2cc(-c3cccc(F)c3)cc3ccccc23)c1,True,True,True
88,COC(=O)CCCc1ccc(I)cc1,CO.O=C(O)CCCc1ccc(I)cc1,COC(=O)CCCI.OB(O)c1ccc(I)cc1,False,False,True
89,O=C(O)c1ccc2cc(-c3ccccc3)oc2c1,COC(=O)c1ccc2cc(-c3ccccc3)oc2c1,COC(=O)c1ccc2cc(-c3ccccc3)oc2c1,True,True,True
90,Nc1nc(NCc2ccc3c(c2)OCO3)c2cc(Cl)ccc2n1,Clc1ccc2nc(Cl)nc(NCc3ccc4c(c3)OCO4)c2c1.N,O=[N+]([O-])c1nc(NCc2ccc3c(c2)OCO3)c2cc(Cl)ccc2n1,False,False,True
91,CC(C)(C)OC(=O)N1CCN(c2ncnc3[nH]cc(-c4ccccc4Cl)c23)CC1,Clc1ccccc1-c1c[nH]c2ncnc(Cl)c12.CC(C)(C)OC(=O)N1CCNCC1,Clc1cc(-c2ccccc2Cl)c2[nH]cnc2n1.CC(C)(C)OC(=O)N1CCNCC1,False,False,True
92,COC(=O)NC(C)(CO)CCc1cccs1,CCOC(=O)C(C)(CCc1cccs1)NC(=O)OC,COC(=O)NC(C)(C#Cc1cccs1)CCc1cccs1,False,False,True
93,O=S(=O)(NCCCCO)c1ccc(-c2ccc(C(F)(F)F)cc2)c(F)c1,O=S(=O)(NCCCCO)c1ccc(Br)c(F)c1.OB(O)c1ccc(C(F)(F)F)cc1,O=S(=O)(NCCCCO)c1ccc(Br)c(F)c1.OB(O)c1ccc(C(F)(F)F)cc1,True,True,True
94,c1ccc(-c2nnn(C3CCCCO3)n2)c(-c2ccc(COC3CCCCO3)cc2)c1,Clc1ccccc1-c1nnn(C2CCCCO2)n1.[Mg+][c]1ccc(COC2CCCCO2)cc1,C#CC(c1ccccc1)c1ccc(COC2CCCCO2)cc1.C#CN1CCCCO1,False,False,True
95,CC(=O)N[C@H]1CCCN(C(=O)c2ccc(Br)cc2NC2(Cc3cccc(Cl)c3)C(=O)Nc3cc(Cl)ccc32)C1,O=C(O)c1ccc(Br)cc1NC1(Cc2cccc(Cl)c2)C(=O)Nc2cc(Cl)ccc21.CC(=O)N[C@H]1CCCNC1,O=C(O)c1ccc(Br)cc1NC1(Cc2cccc(Cl)c2)C(=O)Nc2cc(Cl)ccc21.CC(=O)N[C@H]1CCCNC1,True,True,True
